ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CVR_Total,CVR_Approved,CPC,CPM,CPA_Total,CPA_Approved,Avg_Frequency,Revenue_Total,Revenue_Approved,ROAS_Total,ROAS_Approved
708818,916,103928,30-34,M,28,4133,1,1.289999962,0,0,0.0002419549963706,0.0,0.0,1.289999962,0.3121219361238809,0.0,0.0,4133.0,50,50,38.75969106423896,38.75969106423896
708895,916,103941,30-34,M,16,10951,1,1.269999981,0,0,9.131586156515389e-05,0.0,0.0,1.269999981,0.115971142452744,0.0,0.0,10951.0,50,50,39.37007932915867,39.37007932915867
709059,916,103968,30-34,M,20,14669,7,10.28000021,0,0,0.0004771968095984,0.0,0.0,1.468571458571429,0.7007976146976618,0.0,0.0,2095.5714285714284,50,50,4.863813130213933,4.863813130213933
709183,916,103989,35-39,M,16,21026,4,4.630000114,1,0,0.0001902406544278,0.25,0.0,1.1575000285,0.2202035629220964,4.630000114,0.0,5256.5,100,50,21.59827160643564,10.79913580321782
709327,916,104013,35-39,M,16,12193,2,3.059999943,1,0,0.0001640285409661,0.5,0.0,1.5299999715,0.2509636630033625,3.059999943,0.0,6096.5,50,50,16.339869585415872,16.339869585415872
709544,916,104049,35-39,M,29,7440,2,2.980000019,0,0,0.000268817204301,0.0,0.0,1.4900000095,0.4005376369623656,0.0,0.0,3720.0,50,50,16.778523382955722,16.778523382955722
709756,916,104085,40-44,M,16,10976,2,1.690000057,0,0,0.0001822157434402,0.0,0.0,0.8450000285,0.1539723084001457,0.0,0.0,5488.0,50,50,29.58579781870386,29.58579781870386
709901,916,104109,40-44,M,16,23817,7,8.470000148,0,0,0.0002939077129781,0.0,0.0,1.2100000211428572,0.3556283389175799,0.0,0.0,3402.4285714285716,50,50,5.90318761822057,5.90318761822057
710360,916,104185,45-49,M,21,2182,1,1.529999971,0,0,0.0004582951420714,0.0,0.0,1.529999971,0.7011915540788267,0.0,0.0,2182.0,50,50,32.679739181511394,32.679739181511394
710480,916,104205,30-34,F,16,57665,14,18.06999969,0,0,0.0002427815832827,0.0,0.0,1.2907142635714286,0.313361652475505,0.0,0.0,4118.928571428572,50,50,2.7670172029759454,2.7670172029759454
710571,916,104220,30-34,F,32,3091,1,1.610000014,0,0,0.0003235198964736,0.0,0.0,1.610000014,0.5208670378518279,0.0,0.0,3091.0,50,50,31.055900351066708,31.055900351066708
710836,916,104265,30-34,F,29,22221,7,9.430000067,0,0,0.0003150173259529,0.0,0.0,1.3471428667142855,0.4243733435488952,0.0,0.0,3174.4285714285716,50,50,5.302226897640594,5.302226897640594
710968,916,104287,35-39,F,27,5864,2,2.799999952,0,0,0.0003410641200545,0.0,0.0,1.399999976,0.4774897598908594,0.0,0.0,2932.0,50,50,17.857143163265313,17.857143163265313
711764,916,104419,45-49,F,10,11199,4,5.730000019,0,0,0.0003571747477453,0.0,0.0,1.43250000475,0.5116528278417716,0.0,0.0,2799.75,50,50,8.726003461467004,8.726003461467004
734210,936,108654,30-34,M,10,13329,4,5.629999995,1,0,0.0003000975316978,0.25,0.0,1.40749999875,0.4223872754895341,5.629999995,0.0,3332.25,50,50,8.880994679290403,8.880994679290403
734352,936,108678,35-39,M,10,4423,1,1.460000038,0,0,0.0002260908885371,0.0,0.0,1.460000038,0.330092705855754,0.0,0.0,4423.0,50,50,34.24657445111656,34.24657445111656
734361,936,108680,35-39,M,16,12382,2,2.839999914,0,0,0.0001615247940558,0.0,0.0,1.419999957,0.2293652006137942,0.0,0.0,6191.0,50,50,17.605634335945265,17.605634335945265
734381,936,108683,35-39,M,20,2938,1,1.350000024,0,0,0.0003403675970047,0.0,0.0,1.350000024,0.4594962641252553,0.0,0.0,2938.0,50,50,37.03703637860083,37.03703637860083
734785,936,108750,30-34,F,10,5576,1,1.529999971,0,0,0.0001793400286944,0.0,0.0,1.529999971,0.2743902387015782,0.0,0.0,5576.0,50,50,32.679739181511394,32.679739181511394
734796,936,108752,30-34,F,16,39337,7,10.03000009,0,0,0.0001779495131809,0.0,0.0,1.4328571557142855,0.2549762333172331,0.0,0.0,5619.571428571428,50,50,4.985044820672579,4.985044820672579
